Unnamed: 0,ZR=F_Open,ZR=F_High,ZR=F_Low,ZR=F_Close,ZR=F_Adj_Close,ZR=F_Volume,CL=F_Open,CL=F_High,CL=F_Low,CL=F_Close,CL=F_Adj_Close,CL=F_Volume,ZW=F_Open,ZW=F_High,ZW=F_Low,ZW=F_Close,ZW=F_Adj_Close,ZW=F_Volume
2015-01-23,0.39737470167064437,0.4019253910950664,0.375,0.37379807692307665,0.37379807692307665,0.47608926673751323,0.28660436137071654,0.2925217391304349,0.2582666202575705,0.25146198830409383,0.25146198830409383,0.24180742074536754,0.751689189189189,0.7445378151260504,0.7521968365553602,0.7389830508474575,0.7389830508474575,0.5364279291973644
2015-01-24,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-01-25,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-01-26,0.3568019093078756,0.3441636582430809,0.3382352941176472,0.34375,0.34375,0.4006376195536663,0.2371062651436484,0.24556521739130432,0.2283327532196311,0.23632610939112486,0.23632610939112486,0.13031757903568497,0.7381756756756754,0.7361344537815127,0.7029876977152902,0.6745762711864409,0.6745762711864409,0.4716776037682676
2015-01-27,0.33174224343675407,0.40072202166064974,0.357843137254902,0.36418269230769207,0.36418269230769207,0.40913921360255046,0.23468328141225347,0.25043478260869567,0.24434389140271517,0.27347781217750256,0.27347781217750256,0.1347017846852323,0.6621621621621623,0.6655462184873953,0.6906854130052724,0.6644067796610171,0.6644067796610171,0.3147738100030866
2015-01-28,0.3591885441527447,0.3790613718411553,0.3125,0.3076923076923075,0.3076923076923075,0.48777895855472897,0.2589131187262028,0.22539130434782617,0.21893491124260356,0.21224630202958394,0.21224630202958394,0.22630768610979257,0.6587837837837838,0.6403361344537815,0.5887521968365554,0.5711864406779661,0.5711864406779661,0.817934162674289
2015-01-31,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-01,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-03,0.1885441527446301,0.22382671480144412,0.14215686274509842,0.22355769230769207,0.22355769230769207,0.5547290116896918,0.3959847698165455,0.5179130434782611,0.4142011834319528,0.5080839353285174,0.5080839353285174,0.7158376144876716,0.4864864864864864,0.6084033613445379,0.5184534270650265,0.6288135593220341,0.6288135593220341,0.7186816431149939
2015-02-04,0.19093078758949877,0.2358604091456078,0.17524509803921573,0.19110576923076916,0.19110576923076916,0.4856535600425079,0.4610591900311527,0.45947826086956534,0.3536373129133312,0.34984520123839036,0.34984520123839036,0.597774091674213,0.6283783783783785,0.6487394957983197,0.6203866432337435,0.6101694915254239,0.6101694915254239,0.6348618436061569
2015-02-05,0.18257756563245797,0.21901323706377873,0.20220588235294157,0.23918269230769207,0.23918269230769207,0.24654622741764076,0.35721703011422656,0.4434782608695653,0.3331012878524191,0.4196766425868592,0.4196766425868592,0.6316426495805841,0.6064189189189189,0.6890756302521011,0.6274165202108963,0.710169491525424,0.710169491525424,0.8948159480387027
2015-02-06,0.23269689737470145,0.28519855595667876,0.25245098039215685,0.3088942307692304,0.3088942307692304,0.6524973432518597,0.4330218068535827,0.4803478260869565,0.45005221023320585,0.4613003095975232,0.4613003095975232,0.6108426327654125,0.7094594594594592,0.73109243697479,0.6836555360281196,0.7186440677966104,0.7186440677966104,0.910973334943704
2015-02-07,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-08,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-09,0.2959427207637231,0.28519855595667876,0.24264705882352944,0.2355769230769229,0.2355769230769229,0.33262486716259293,0.4728279681550709,0.5092173913043481,0.48242255482074503,0.5015479876160991,0.5015479876160991,0.525694808140645,0.7128378378378377,0.7193277310924371,0.7188049209138843,0.7372881355932206,0.7372881355932206,0.800152985224848
2015-02-13,0.19451073985680178,0.23706377858002403,0.2169117647058827,0.2572115384615383,0.2572115384615383,0.8767268862911796,0.44998269297334725,0.4897391304347827,0.460842325095719,0.49879600963192305,0.49879600963192305,0.3517768906996338,0.6706081081081079,0.7327731092436975,0.7047451669595781,0.7593220338983051,0.7593220338983051,0.9177637317659059
2015-02-14,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-15,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-16,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-20,0.31026252983293556,0.31167268351383903,0.3125,0.32091346153846123,0.32091346153846123,0.8809776833156217,0.4461751471097266,0.43478260869565233,0.42185868430212325,0.4148606811145512,0.4148606811145512,0.22750751865870988,0.7094594594594592,0.7142857142857144,0.6344463971880492,0.6050847457627118,0.6050847457627118,0.5634553189205148
2015-02-21,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-22,0.5167064439140812,0.5258724428399519,0.5318627450980395,0.5324519230769229,0.5324519230769229,0.502125398512221,0.4787123572170302,0.4782608695652175,0.47128437173686044,0.48056415548675613,0.48056415548675613,0.5095014476811703,0.5168918918918917,0.5344537815126054,0.5114235500878737,0.5203389830508476,0.5203389830508476,0.4935585168485044
2015-02-23,0.3078758949880669,0.2948255114320095,0.25245098039215685,0.24278846153846123,0.24278846153846123,0.46652497343251853,0.42921426098996207,0.4048695652173915,0.37869822485207116,0.3842449260405918,0.3842449260405918,0.4188816860011946,0.6030405405405403,0.6033613445378152,0.5922671353251321,0.5745762711864408,0.5745762711864408,0.19718990297516
2015-02-24,0.23866348448687358,0.23706377858002403,0.23039215686274517,0.23798076923076916,0.23798076923076916,0.722635494155154,0.3831775700934581,0.38191304347826094,0.3790462930734424,0.3783969728242176,0.3783969728242176,0.09960011420303971,0.5692567567567566,0.5915966386554623,0.5992970123022849,0.5745762711864408,0.5745762711864408,0.014976448327227332
