,Date,Price_Change
6608,2021-04-05,-3.0
6609,2021-04-06,4.0
6610,2021-04-07,-3.0
6611,2021-04-08,1.0
6612,2021-04-09,0.0
6613,2021-04-10,0.0
6614,2021-04-11,0.5
6615,2021-04-12,2.0
6616,2021-04-13,6.5
6617,2021-04-14,-10.5
6618,2021-04-15,-19.0
6619,2021-04-16,0.0
6620,2021-04-17,0.0
6621,2021-04-18,-5.0
6622,2021-04-19,-1.0
6623,2021-04-20,3.0
6625,2021-04-22,3.0
6626,2021-04-23,0.0
6627,2021-04-24,0.0
6628,2021-04-25,-18.0
6629,2021-04-26,-6.5
6630,2021-04-27,2.5
6631,2021-04-28,18.0
6632,2021-04-29,0.5
6633,2021-04-30,0.0
6634,2021-05-01,0.0
6635,2021-05-02,3.0
6637,2021-05-04,22.5
6638,2021-05-05,-28.5
6639,2021-05-06,14.0
6640,2021-05-07,0.0
6641,2021-05-08,0.0
6642,2021-05-09,-31.0
6643,2021-05-10,-10.0
6644,2021-05-11,0.0
6645,2021-05-12,0.0
6646,2021-05-13,0.0
6647,2021-05-14,0.0
6648,2021-05-15,0.0
6649,2021-05-16,-14.5
6650,2021-05-17,-10.5
6651,2021-05-18,2.5
6652,2021-05-19,-6.0
6653,2021-05-20,-8.0
6654,2021-05-21,0.0
6655,2021-05-22,0.0
6656,2021-05-23,-3.5
6657,2021-05-24,5.5
6658,2021-05-25,-5.0
6659,2021-05-26,4.0
6660,2021-05-27,6.5
6661,2021-05-28,0.0
6662,2021-05-29,0.0
6663,2021-05-30,0.0
6664,2021-05-31,-5.5
6665,2021-06-01,4.5
6666,2021-06-02,0.0
6667,2021-06-03,4.5
6668,2021-06-04,0.0
6669,2021-06-05,0.0
6670,2021-06-06,-5.5
6671,2021-06-07,-9.0
6672,2021-06-08,-5.5
6673,2021-06-09,-13.5
6674,2021-06-10,-9.0
6675,2021-06-11,0.0
6676,2021-06-12,0.0
6678,2021-06-14,-13.0
6679,2021-06-15,5.0
6680,2021-06-16,-21.0
6682,2021-06-18,0.0
6683,2021-06-19,0.0
6684,2021-06-20,16.5
6687,2021-06-23,-1.0
6688,2021-06-24,1.0
6689,2021-06-25,0.0
6690,2021-06-26,0.0
6691,2021-06-27,3.0
6692,2021-06-28,20.0
6693,2021-06-29,-26.5
6694,2021-06-30,0.0
6695,2021-07-01,0.0
6696,2021-07-02,0.0
6697,2021-07-03,0.0
6698,2021-07-04,0.0
6699,2021-07-05,0.5
6700,2021-07-06,0.0
6701,2021-07-07,0.0
6702,2021-07-08,9.0
6703,2021-07-09,0.0
6704,2021-07-10,0.0
6705,2021-07-11,0.0
6706,2021-07-12,0.0
6707,2021-07-13,0.0
6708,2021-07-14,7.5
6709,2021-07-15,-2.0
6710,2021-07-16,0.0
6711,2021-07-17,0.0
6712,2021-07-18,-22.0
6713,2021-07-19,14.0
6714,2021-07-20,15.0
6715,2021-07-21,25.0
6716,2021-07-22,8.0
6717,2021-07-23,0.0
6718,2021-07-24,0.0
6719,2021-07-25,5.0
6720,2021-07-26,-7.5
6721,2021-07-27,18.0
6722,2021-07-28,0.0
6723,2021-07-29,3.0
6724,2021-07-30,0.0
6725,2021-07-31,0.0
6726,2021-08-01,-16.5
6727,2021-08-02,-10.0
6728,2021-08-03,-16.0
6729,2021-08-04,11.5
6730,2021-08-05,-1.0
6731,2021-08-06,0.0
6732,2021-08-07,0.0
6733,2021-08-08,3.0
6734,2021-08-09,8.5
6735,2021-08-10,2.5
6736,2021-08-11,12.0
6737,2021-08-12,-0.5
6738,2021-08-13,0.0
6739,2021-08-14,0.0
6740,2021-08-15,0.0
6741,2021-08-16,-10.0
6742,2021-08-17,0.0
6743,2021-08-18,0.0
6744,2021-08-19,0.0
6745,2021-08-20,0.0
6746,2021-08-21,0.0
6747,2021-08-22,0.0
6748,2021-08-23,0.0
6749,2021-08-24,0.0
6750,2021-08-25,0.0
6751,2021-08-26,0.0
6752,2021-08-27,0.0
6753,2021-08-28,0.0
6754,2021-08-29,0.0
6755,2021-08-30,0.0
6756,2021-08-31,0.0
6757,2021-09-01,0.0
6758,2021-09-02,0.0
6759,2021-09-03,0.0
6760,2021-09-04,0.0
6761,2021-09-05,0.0
6762,2021-09-06,0.0
6763,2021-09-07,0.0
6764,2021-09-08,0.0
6765,2021-09-09,0.0
6766,2021-09-10,0.0
6767,2021-09-11,0.0
6768,2021-09-12,0.0
6769,2021-09-13,0.0
6770,2021-09-14,0.0
6771,2021-09-15,0.0
6772,2021-09-16,0.0
6773,2021-09-17,0.0
6774,2021-09-18,0.0
6775,2021-09-19,0.0
6776,2021-09-20,0.0
6777,2021-09-21,0.0
6778,2021-09-22,0.0
6779,2021-09-23,0.0
6780,2021-09-24,0.0
6781,2021-09-25,0.0
6782,2021-09-26,0.0
6783,2021-09-27,0.0
6784,2021-09-28,0.0
6785,2021-09-29,0.0
6786,2021-09-30,0.0
6787,2021-10-01,0.0
6788,2021-10-02,0.0
6789,2021-10-03,0.0
6790,2021-10-04,0.0
6791,2021-10-05,0.0
6792,2021-10-06,0.0
6793,2021-10-07,0.0
6794,2021-10-08,0.0
6795,2021-10-09,0.0
6796,2021-10-10,0.0
6797,2021-10-11,0.0
6798,2021-10-12,0.0
6799,2021-10-13,0.0
6800,2021-10-14,0.0
6801,2021-10-15,0.0
6802,2021-10-16,0.0
6803,2021-10-17,0.0
6804,2021-10-18,0.0
6805,2021-10-19,0.0
6806,2021-10-20,0.0
6807,2021-10-21,0.0
6808,2021-10-22,0.0
6809,2021-10-23,0.0
6810,2021-10-24,0.0
6811,2021-10-25,0.0
6812,2021-10-26,0.0
6813,2021-10-27,0.0
6814,2021-10-28,0.0
6815,2021-10-29,0.0
6816,2021-10-30,0.0
6817,2021-10-31,0.0
6818,2021-11-01,0.0
6819,2021-11-02,0.0
6820,2021-11-03,0.0
6821,2021-11-04,0.0
6822,2021-11-05,0.0
6823,2021-11-06,0.0
6824,2021-11-07,0.0
6825,2021-11-08,0.0
6826,2021-11-09,0.0
6827,2021-11-10,0.0
6828,2021-11-11,0.0
6829,2021-11-12,0.0
6830,2021-11-13,0.0
6831,2021-11-14,0.0
6832,2021-11-15,0.0
6833,2021-11-16,0.0
6834,2021-11-17,0.0
6835,2021-11-18,0.0
6836,2021-11-19,0.0
6837,2021-11-20,0.0
6838,2021-11-21,0.0
6839,2021-11-22,0.0
6840,2021-11-23,0.0
6841,2021-11-24,0.0
6842,2021-11-25,0.0
6843,2021-11-26,0.0
6844,2021-11-27,0.0
6845,2021-11-28,0.0
6846,2021-11-29,0.0
6847,2021-11-30,0.0
6848,2021-12-01,0.0
6849,2021-12-02,0.0
6850,2021-12-03,0.0
6851,2021-12-04,0.0
